Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,predicted_label
"@cchukudebelu @komestical This was how you refused to listen to the voice of reason and kept repeating propaganda talking points promoting covid vax while mocking those that asked questions. 

You always end up on the side of every foolish agenda.",1.0,0.0,1.0,361.0,English,Twitter,OsinachiHenry,"Lagos, Nigeria.",2025,9,6,16,23,Saturday,SYN_2604123b1ea10405,Synthetic_ID,Uncertain
@IanCopeland5 I don’t think there are very many true antivaxers. I stopped Covid vaccine after the second booster. I’ve got everything else but I have friends that say I’m antivax!,0.0,0.0,0.0,13.0,English,Twitter,MyDiego526078,Nigeria,2024,12,5,15,8,Thursday,SYN_979f81c5a4f521a9,Synthetic_ID,Misinformation
"Unfortunately, every disease will make a come back and immunity will be ground zero. All because of misinformation from non medical or non science educated people, and their lack of knowledge about how vaccines work.",0.0,0.0,1.0,81.0,Igbo,Facebook,Abby Palmer Heenan,"Enugu, Nigeria",2024,11,28,10,55,Thursday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzEzNTI2MzY2NTMxMzIyOTk=,Platform_ID,Factual
"I have had all inoculations that are around including over the last 6 yrs flu, 6 covid and shingles, I'm still alive and 79yrs old.",0.0,0.0,1.0,81.0,English,Facebook,Michael Harding,"Abuja, Nigeria",2024,11,28,14,54,Thursday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzIzMjYzNjU2OTc4MTEwODU=,Platform_ID,Uncertain
"@LisettePollet Et si on ajoutait : toute personne qui en son âme et conscience a refusé la vaccination, se verra contrainte de payer les frais de traitement et d'hospitalisation en cas de contamination !",3.0,0.0,8.0,91.0,French,Twitter,Mijeandou4981,de partout et de nulle part !,2025,11,9,20,10,Sunday,SYN_6df861f48659f777,Synthetic_ID,Factual
"Maybe if they take away the immunity they gave to pharma companies, had better trials (starting with independent principal investigators running the trial and not Pharma paid shills), and recognized that yes, vaccines can injure people….just like any other Pharma product, then maybe they could get some trust back.  But it won’t happen because the Pharma and medical mafia won’t allow it.  Something needs to change.",0.0,0.0,1.0,81.0,Igbo,Facebook,Shari Reckart Walker,"Abuja, Nigeria",2025,11,6,22,54,Thursday,Y29tbWVudDoxMjMzMDA0NzIyMjA3NzIwXzE5MjMyNDkwNTE5MzQzOTk=,Platform_ID,Uncertain
"@DOlusegun According to APC, it’s takes less than a year to develop a vaccine

😂😂😂
What magic can Tinubu not do?",0.0,0.0,2.0,94.0,English,Twitter,Victor_Terhemba,"Abuja, Nigeria",2024,4,13,20,57,Saturday,SYN_68b6808c0d5a8131,Synthetic_ID,Uncertain
But Trump voters know vaccines are evil and they’re smarter than most of us.,0.0,0.0,1.0,81.0,English,Facebook,Joe LaDuca,All over the world...,2024,6,3,7,35,Monday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfMTg1ODEzNDI2NDgwMzA2NA==,Platform_ID,Misinformation
"And the unvaccinated Amish haven't either, except for just after that Disney Land outbreak in California of the measles in 2014.  It was interesting how Merck had spent about a year rallying their lobbyists around mandatory vaccination laws just before that.  They caught a lucky break.  It was kind of crazy how the measles spread from California to the Amish on the east coast too.  All very timely for mandatory vaccine lobbyists at Merck.",0.0,0.0,1.0,81.0,English,Facebook,Horace Venjure,Texas,2024,5,29,4,13,Wednesday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzE5MDg5MjE0MzY3MjYxMjY=,Platform_ID,Uncertain
"@Incognito_qfs @grok In the world of technology and science, why has no one succeeded in developing a rabies vaccine?",10.0,0.0,16.0,79467.0,English,Twitter,SamZak2019,WORLD WIDE,2025,6,30,16,6,Monday,SYN_6cd47e60365e1191,Synthetic_ID,Uncertain
Look at the graph for measles deaths. Shows 98% of the death rate was eliminated BEFORE 1963 When the vaccine was introduced,0.0,0.0,1.0,81.0,English,Facebook,Drew Williams,FRANCE,2025,11,9,8,56,Sunday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE4NjUwNTk0MDQ0MDk3MjE=,Platform_ID,Uncertain
"@NigeriaStories GMo floods Nigeria 
Madam Nafdac recently told Nigerians GMo is safe for them without any reputable research into it. We see a miscreant disguising as a Philanthropist was conferred a national honor, same seen donating  monies to health in Nigeria,  we saw the covid shenanigans..",0.0,0.0,1.0,23.0,English,Twitter,AviMed007,Nigeria,2025,8,12,13,41,Tuesday,SYN_404a8c6698ee2b92,Synthetic_ID,Factual
"So dangerous of him to peddle these outright lies to the American public. Our people need vaccine CONFIDENCE, not vaccine HESITANCY. Another virulent Covid virus mutation and we might all be doomed.",0.0,0.0,1.0,81.0,English,Facebook,Vickie Kirchman Hay,"Florida, USA",2022,12,14,17,41,Wednesday,Y29tbWVudDoxMjgxMTAzMjc2NzE1NjgxXzI3MTc3MzIxNTUwOTAyMjE=,Platform_ID,Uncertain
Humans need NO VACCINES. PERIOD,0.0,0.0,1.0,81.0,English,Facebook,Tom Sico,Devtraco Estate,2023,11,13,10,25,Monday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfMTExMzk1OTc0Mzg1MTYyNw==,Platform_ID,Uncertain
I live Gavin and his books. Forbidden Facts is a game changer!!!,0.0,0.0,1.0,81.0,English,Facebook,Kelley Storm,"Enugu, Nigeria",2024,8,28,8,54,Wednesday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfNzcxNzI1NzA5MDI2NTgz,Platform_ID,Factual
polio =ddt,0.0,0.0,1.0,81.0,Italian,Facebook,Richard Ainsworth,Cincinnati Ohio USA,2025,8,12,8,8,Tuesday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfMTM5Nzc3MjA4NTAzMjM3MQ==,Platform_ID,Uncertain
"Thought ipv 2 is given at 9 months
And Measles 2 is 18 months too",0.0,0.0,1.0,81.0,English,Facebook,Chelo Chuuz,"Osogbo, Osun State.",2024,11,28,10,20,Thursday,Y29tbWVudDo2ODg5NjMyMzA0MDI1NjlfNTI4MTkxNjIzNTU5Mzgw,Platform_ID,Uncertain
"Pls wat cause the swelling at my baby laps after collecting the 2nd vaccine,and same thing happened wen he collected the 3rd one too",0.0,0.0,1.0,81.0,English,Facebook,Apotieri Ayojesutofunmi,A place i call home,2025,6,30,0,25,Monday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTM3MDIxMzk3NDU0NjE2NA==,Platform_ID,Uncertain
"@P_McCulloughMD @kapchatfield @US_FDA 🇬🇧 DEATH SENTENCE: 
1 Million COVID Vaccinated have died in England compared to just 61k Unvaccinated in 2 years; despite 30% of the Population refusing a single dose of the COVID Injection

https://t.co/UdcfjyrvPd",1.0,8.0,10.0,258.0,English,Twitter,Johanne31785773,UK,2024,11,20,14,45,Wednesday,SYN_749328a383dee9c7,Synthetic_ID,Misinformation
"The TRUTH about POLIO 
- 95% of people infected with the polio virus had no symptoms, didn't get sick, and were completely fine
- 4% infected had only minor, flu-like symptoms and recovered
- Less than 1% experience any paralysis, and only a tiny fraction of that 1% suffer long-term paralysis
- the majority of paralysis cases were actually caused by the polio vaccine and the neurotoxin pesticide DDT that was sprayed in schools, pools, on food, and on children
- DDT caused damage to the anterior horn cells of the spinal cord, leading to paralysis. In other words, it produces symptoms clinically identical to paralytic polio
- Cutter Incident, A bad batch of the polio vaccine, containing live polio virus that was not properly “killed,” was injected into children. It caused over 40,000 cases of polio, leaving 200 children permanently paralyzed and 10 dead
- the other batches of polio vaccines injected into Americans were grown on kidney cells from rhesus monkeys contaminated with the SV40 monkey virus that can cause cancer decades later

https://learntherisk.org/vaccines/ingredients/
https://learntherisk.org/vaccines/studies/",0.0,0.0,1.0,81.0,English,Facebook,Aaron Buse,"Lagos, Nigeria",2025,7,19,2,21,Saturday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzEzMTA2MzMzNjA4MDU4OTQ=,Platform_ID,Factual
@DOlusegun Vaccines against meningitis that has existed during buhari time donated by the WHO is what Tinubu paid research for. You can’t be this stupid nah. 😂😂😂,0.0,0.0,0.0,9.0,English,Twitter,natastia_lois,Nigeria. ,2024,4,14,9,31,Sunday,SYN_454c9406732eaa7a,Synthetic_ID,Uncertain
@DrGeeONE @NigeriaGov @NphcdaNG @followKWSG @AstraZeneca @RGAMeyer Congratulations!!🎉,1.0,0.0,1.0,0.0,English,Twitter,ac_pathgal,"Minneapolis, MN",2021,3,17,18,15,Wednesday,SYN_ae1e9391fafeed81,Synthetic_ID,Factual
@woye1 @WHO Good job but we can still do better especially on HPV cervical cancer vaccines,0.0,0.0,0.0,166.0,English,Twitter,Adehafiz23,Ahmedabad,2024,4,13,13,36,Saturday,SYN_eb4e3c5164c411f0,Synthetic_ID,Factual
@MAGAVoice Mercury is not the problem. It’s extreme levels of aluminum in the vaccines that are killing these innocent babies. Stop wasting your time and do what’s right @SecKennedy,1.0,0.0,11.0,326.0,English,Twitter,dee46876,"UNC-CH, THE EPICENTER OF COVID",2025,11,4,2,28,Tuesday,SYN_9a85783f4da4394d,Synthetic_ID,Misinformation
"Vaccines good, idiots bad.",0.0,0.0,1.0,81.0,Spanish,Facebook,Bruce Benson,United Kingdom,2024,4,13,10,21,Saturday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfMjMxNDU3MTkyMjMxNjE2OQ==,Platform_ID,Uncertain
No since was vaccinated. But in my elementary school is was rampant. My mother literally said the vac would be cheaper than her missing work and taking me to Dr. so needless to say wasn’t done out of concern.,0.0,0.0,1.0,81.0,English,Facebook,Amythest Orchid,Nigeria,2025,2,21,18,57,Friday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzEwNTg5OTc1NzI2NzY3MTQ=,Platform_ID,Factual
I had the oral polio vaccine in 1960 when I started kindergarten (5 years old). I must say that I never got polio!,0.0,0.0,1.0,81.0,English,Facebook,Christian D Stendel,Nigeria,2024,4,13,16,56,Saturday,Y29tbWVudDoxMzU3MzM5ODI5MzM3Mjc5Xzg2MTIxMjA4OTg4NTcyOA==,Platform_ID,Uncertain
Yeah! Look how all the Amish got wiped out for not getting vaccines! They were the unhealthiest people on the planet. Just very weak overweight and sickly. 🥴,0.0,0.0,1.0,81.0,English,Facebook,Bob Velez,"Abuja, Nigeria",2025,11,6,6,40,Thursday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzEzNTc2OTQwMzYwNTMwMTY=,Platform_ID,Factual
"@SecKennedy It was that simple.

They had mercury in vaccines and could’ve just removed it all along.",2.0,0.0,14.0,2504.0,English,Twitter,sethweathers,"Johns Creek, GA",2025,11,4,3,24,Tuesday,SYN_02bf1596e415a512,Synthetic_ID,Uncertain
My baby took BCG at two weeks should we go for 6 weeks or stay tell 8 weeks,0.0,0.0,1.0,81.0,English,Facebook,Chizom John,Nigeria,2019,11,9,10,28,Saturday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTIyMzAxOTY0OTczMjgzMQ==,Platform_ID,Uncertain
"@aproko_doctor The west that gave us vaccines is beginning to walk back from vaccines but  no, you want us to go neck deep into it because of one case which could have been caused by several other things. Your partnership with Bill gates has disqualified you from giving advice on vaccines.",2.0,0.0,3.0,89.0,English,Twitter,chinenyeway,Lagos- Nigeria,2025,11,7,6,47,Friday,SYN_3aac04da6ae59229,Synthetic_ID,Factual
Next week we will go for 10 weeks immunization i pray make e no pain him like 6 weeks own,0.0,0.0,1.0,81.0,Igbo,Facebook,Decency Bridal,Africa,2025,10,21,17,8,Tuesday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTQyMDgxNDIyOTc0MzE5NA==,Platform_ID,Uncertain
Wla na nga silbi yung covid vaccine..putang ina talaga.!!,0.0,0.0,1.0,81.0,Hausa,Facebook,Lloyd Tabada,Rue Henri DUNANG face CURY HCY,2025,6,30,13,3,Monday,Y29tbWVudDo4MTgzMzc5MzA4MDA2NjlfMTg3Nzc0MzE3OTQ4NDk1Mg==,Platform_ID,Uncertain
"@WHONigeria @WHO @WHOAFRO @WMulombo @NCDCgov @Fmohnigeria @NphcdaNG @CWarigon Those responsible for safe keeping palaitives should also keep this consignment safe.
 They should share it to their family members.😃😃😃",0.0,0.0,1.0,0.0,English,Twitter,UgSkylar,SA.,2021,3,2,22,38,Tuesday,SYN_381837f04803af2f,Synthetic_ID,Factual
"@LisettePollet Bravo Madame, c'est cela qu'on attend de nos députés, représenter les citoyens ! 👏
Les soignants ont le droit de choisir, ce ne sont pas des animaux.
Que ceux qui veulent se faire vacciner le fassent, et qu'on foute la paix aux autres.",0.0,1.0,4.0,81.0,French,Twitter,Simplitude74,FREEDOM 🇺🇸,2025,11,9,21,14,Sunday,SYN_6e619d8ea052be55,Synthetic_ID,Uncertain
"Why are you all arguing? 

In most states, immunisation is not free!!

Most times the free ones aren't complete but those nurses will record it cos it is what they have and can give.

If you want complete vaccines, you pay for it.

It is not all the vaccines that government subsidised, most of you don't know this.",0.0,0.0,1.0,81.0,Igbo,Facebook,Nwanyioma Amaka Nmecha,Nigeria,2024,10,18,9,42,Friday,Y29tbWVudDo5MDQ0NTQwMzg1MjM4NzlfNTg0MTQzMjI0MjUwNTQ5,Platform_ID,Factual
"Upon FURTHER research, we in fact find that PROPER HYGIENE is responsible for the demise of Smallpox and Polio. But we won't look this up for ourselves tho, will we? we love the Main stream swill, right???? Polio Vaccine? NO! Far more dangerous than the disease itself, feel free to actually fact check me, and do REALLY compare from all sources... Smallpox, Yeah, that was dead in 67 also due primarily to hygiene. The Vaccine did almost as much harm as good. I was a double shot baby. Few will understand.",0.0,0.0,1.0,81.0,English,Facebook,Bizzaro Mazzaro,ت︎,2024,11,29,10,47,Friday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzc3NDE3NjMyNTMzMDE2NQ==,Platform_ID,Uncertain
@DuchessofKanta Lmao our time they managed to give us cards stating the vaccine and dosage,0.0,0.0,26.0,4769.0,English,Twitter,ThatPHCBoy,Streets,2024,10,5,10,58,Saturday,SYN_024751d0ea9bb756,Synthetic_ID,Uncertain
👍🏽👍🏽👌 Don’t miss out hurry up and get your child vaccinated it’s free and safe 👍🏽🙏,0.0,0.0,1.0,81.0,English,Facebook,Jamila Dahiru Yuguda,"Winnipeg, Manitoba",2024,11,29,17,29,Friday,Y29tbWVudDoxMjYwODA3NzYyNzU0MzA2XzEzODU2NTEyNDM1NjA1OTE=,Platform_ID,Factual
"Jones Salk invented the polio vaccine using dead polio virus, Lou Sabin used live attenuated virus. Salk never testified that all polio outbreaks were a result of oral vaccine. Oral vaccine was more convenient but did carry a slight risk of causing paralysis. Salk and Sabin hated each other and never agreed on whose vaccine was the better of the two. My entire elementary school was bused downtown for a Polio vaccine shot shortly after it came out.",0.0,0.0,1.0,81.0,English,Facebook,John L Pace,Nigeria,2025,11,3,23,43,Monday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfMjE5NjAzNDcxNDI1NTI3NA==,Platform_ID,Misinformation
"6 weeks immunization is d most painful one among all,My baby could not breastfeed or even sleep for 3 days d stress no b here ooo I was like I wish I can help her take d injection",0.0,0.0,1.0,81.0,Igbo,Facebook,Mhiz Irreplaceable Sunshine,Heaven On Earth,2025,3,27,1,40,Thursday,Y29tbWVudDo3OTMwODg0NDMzMDA3OThfODEwMjYyMDY0NzkxNzIx,Platform_ID,Uncertain
"@VaccineNet_NG  Engages Gombe Stakeholders On Increased Funding For Immunization, PHC

https://t.co/HH5ljjXJz8
@gavi @Fmohnigeria @FinMinNigeria @gatesfoundation @UNICEF @nassnigeria",0.0,0.0,2.0,40.0,English,Twitter,VaccineNet_NG,"Lagos, Nigeria.",2024,6,22,13,33,Saturday,"=""1804492834000531887""",Platform_ID,Factual
"@liz_churchill10 Bill Gates has been pushing population reduction for decades 
He pushes the vaccines",0.0,1.0,24.0,423.0,English,Twitter,crw56,Enerhen Delta State Nigeria ,2025,11,8,3,9,Saturday,SYN_5d54b9a227c94ce8,Synthetic_ID,Uncertain
"Measles yes, no one the others.",0.0,0.0,1.0,81.0,English,Facebook,Crystal Lyn Bishop,DC via Abuja,2021,3,17,17,14,Wednesday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzE0ODcwNzgwMzU4MDgzNDE=,Platform_ID,Uncertain
"Vaccines do work and we need to follow the guidance from our heath professionals who decided on a career in medicine instead of social media sites who share fake medicine information.
Common sense…",0.0,0.0,1.0,81.0,Igbo,Facebook,Jim McPhail,Nigeria,2023,7,22,12,5,Saturday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzgwNzg5NDU3NTE1Nzc1Mg==,Platform_ID,Factual
@DOlusegun If you want to lie about BAT achievements do not use anything about medical /pharmaceutical research to lie.  Who told u Tinubu’s administration sponsored the research that brought the vaccine ? Do u know how the pharmaco-processes involved in such achievement and how long it can https://t.co/RZ4xpnZS4f,0.0,0.0,0.0,53.0,English,Twitter,Drsaintdikachi,"London, England",2024,4,13,16,0,Saturday,SYN_4d3ea485cd3cf35d,Synthetic_ID,Uncertain
"Those So-called vaccines CAUSE polio
""Hillary is 💯 pure & absolute Psychopath""-Max Igan",0.0,0.0,1.0,81.0,English,Facebook,Michele Williams,Bharat,2024,9,3,16,56,Tuesday,Y29tbWVudDoxMTIxMTgzMDk2MDMxNjA2XzEzMDg0NDEwMDM0ODg4OTQ=,Platform_ID,Uncertain
@NafdacAgency Charge these Ibo criminals to court.,0.0,0.0,0.0,72.0,English,Twitter,TruthBangar,"Abuja, Nigeria",2025,2,21,22,0,Friday,SYN_224a7026629a7c58,Synthetic_ID,Factual
Vaccines are Save and Effective,0.0,0.0,1.0,81.0,English,Facebook,Uju Meche,NY NJ,2025,11,4,0,59,Tuesday,Y29tbWVudDoxMDE3NDA0MDEwNDI4MDE3XzEyNjY2NTUzNzUyNDUyNTk=,Platform_ID,Uncertain
Wow...do people have a clue how diseases such as polio disable people if they survive it? My great aunt had to use crutches nearly her entire life because she had polio as a child. She also couldn't  have children and the high fever nearly  killed her....I  don't want to be afraid of polio for my child or grandchildren...RIDICULOUSLY INHUMANE.,0.0,0.0,1.0,81.0,English,Facebook,Dianne Brice,"Lagos, Nigeria",2023,6,10,21,32,Saturday,Y29tbWVudDoxMTU2NjQxMTkyOTQ5OTUyXzc3MzUxMTI3ODY1NzQ0NQ==,Platform_ID,Factual
"@aproko_doctor Many vaccines contain XE “toxic cocktails” which are live and dead animal viruses that have been cultured in monkey kidney tissue, cow tissue, goat tissue, pig tissue, and even aborted human fetuses.",0.0,0.0,0.0,19.0,English,Twitter,iBeYourFriend_,Minnesota,2024,11,28,10,35,Thursday,SYN_32fd4684c0d4afa7,Synthetic_ID,Factual
"@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo We need equality, equity distribution and efficient and effective use and accountability of this vaccine",0.0,0.0,0.0,0.0,English,Twitter,vacurah,"nigeria,maiduguri",2021,3,2,18,40,Tuesday,SYN_b94a222c422cbd73,Synthetic_ID,Factual
"I have HPV for 2 years and some months now. With Natural Roots and Herbs 🌿 Dr Aigbomian was able to cured me thanks DR Aigbomian And I ordered those herbs from he, Believe me it got me cured and I am very happy that I am free from the disease. contact on  page: 👇👇
https://www.facebook.com/Dr_Aigbomian_herbalist_107802092425927",0.0,0.0,1.0,81.0,Yoruba,Facebook,Roar Hegg Larsen,United States,2022,12,20,10,20,Tuesday,Y29tbWVudDozOTk3Mzg3ODU5MDgxMDhfMzc0MDk4NTM0NjE4NTE3Mw==,Platform_ID,Uncertain
@_LUZID My niece too. No vaccine. Completely health.,1.0,0.0,3.0,107.0,English,Twitter,RomanB_Joh3_16,Schland,2025,11,6,6,28,Thursday,SYN_2e1a2e997c3f4d16,Synthetic_ID,Factual
"@HerbalistChief These people are not interested in providing free water, education, electricity or motorable roads in our communities. All they have for us is free vaccines and you think they care about us? God forbid.",0.0,0.0,1.0,28.0,English,Twitter,reuben_dicksonE,Global 🌍,2024,11,30,22,58,Saturday,SYN_d31411abfa34d6e4,Synthetic_ID,Uncertain
